year,month,total,minimum,maximum
1969,12,145.00,0.00,45.70
1970,1,142.00,0.00,111.50
1970,2,459.20,0.00,179.10
1970,3,679.50,0.00,160.00
1970,4,182.10,0.00,44.50
1970,5,48.20,0.00,13.00
1970,6,38.70,0.00,10.90
1970,7,21.60,0.00,7.10
1970,8,69.30,0.00,36.80
1970,9,10.20,0.00,6.40
1970,10,31.50,0.00,10.70
1970,11,245.00,0.00,118.10
1970,12,195.70,0.00,57.20
1971,1,62.80,0.00,20.60
1971,2,515.30,0.00,144.80
1971,3,893.00,0.00,239.80
1971,4,587.00,0.00,147.30
1971,5,30.20,0.00,14.20
1971,6,47.00,0.00,18.00
1971,7,20.00,0.00,10.40
1971,8,16.00,0.00,4.60
1971,9,4.00,0.00,3.00
1971,10,7.70,0.00,7.40
1971,11,103.30,0.00,43.90
1971,12,142.00,0.00,87.90
1972,1,596.30,0.00,237.70
1972,2,804.60,0.00,181.60
1972,3,743.70,0.00,152.90
1972,4,97.40,0.00,25.10
1972,5,143.00,0.00,34.30
1972,6,113.20,0.00,34.50
1972,7,2.50,0.00,2.50
1972,8,12.00,0.00,4.80
1972,9,127.90,0.00,28.70
1972,10,0.00,0.00,0.00
1972,11,32.50,0.00,18.80
1972,12,35.80,0.00,10.90
1973,1,80.20,0.00,26.90
1973,2,391.00,0.00,99.10
1973,3,635.20,0.00,141.70
1973,4,463.10,0.00,98.00
1973,5,81.30,0.00,27.20
1973,6,105.50,0.00,26.70
1973,7,37.50,0.00,14.50
1973,8,16.10,0.00,11.20
1973,9,47.10,0.00,28.20
1973,10,73.70,0.00,23.60
1973,11,240.40,0.00,49.50
1973,12,654.80,0.00,172.70
1974,1,292.90,0.00,47.20
1974,2,832.80,0.00,437.00
1974,3,802.20,0.00,173.00
1974,4,65.00,0.00,24.00
1974,5,125.00,0.00,16.00
1974,6,11.40,0.00,6.00
1974,7,4.00,0.00,3.00
1974,8,31.00,0.00,18.00
1974,9,30.50,0.00,13.50
1974,10,13.00,0.00,11.00
1974,11,53.40,0.00,25.00
1974,12,295.00,0.00,244.00
1975,1,189.20,0.00,66.00
1975,2,532.00,0.00,142.00
1975,3,256.80,0.00,58.00
1975,4,180.00,0.00,57.00
1975,5,75.40,0.00,44.00
1975,6,111.00,0.00,42.00
1975,7,75.00,0.00,22.00
1975,8,31.00,0.00,16.00
1975,9,114.00,0.00,37.00
1975,10,154.80,0.00,68.00
1975,11,132.00,0.00,125.00
1975,12,768.30,0.00,182.00
1976,1,130.20,0.00,33.00
1976,2,442.00,0.00,178.50
1976,3,287.40,0.00,75.00
1976,4,189.40,0.00,45.00
1976,5,25.00,0.00,12.00
1976,6,8.00,0.00,6.00
1976,7,10.00,0.00,10.00
1976,8,10.00,0.00,10.00
1976,9,10.00,0.00,10.00
1976,10,17.00,0.00,9.00
1976,11,30.00,0.00,10.00
1976,12,484.50,0.00,222.50
1977,1,345.00,0.00,146.00
1977,2,994.50,0.00,168.00
1977,3,865.00,0.00,541.00
1977,4,456.00,0.00,108.00
1977,5,174.00,0.00,79.00
1977,6,60.80,0.00,21.00
1977,7,34.00,0.00,15.00
1977,8,95.00,0.00,31.00
1977,9,56.00,0.00,21.00
1977,10,27.00,0.00,10.00
1977,11,50.40,0.00,41.00
1977,12,85.60,0.00,38.00
1978,1,544.00,0.00,191.00
1978,2,210.80,0.00,67.00
1978,3,164.00,0.00,59.00
1978,4,86.00,0.00,73.00
1978,5,121.00,0.00,31.00
1978,6,5.00,0.00,4.00
1978,7,8.00,0.00,8.00
1978,8,43.00,0.00,22.00
1978,9,15.00,0.00,7.00
1978,10,138.50,0.00,56.00
1978,11,99.10,0.00,38.00
1978,12,164.70,0.00,74.00
1979,1,2940.00,0.00,535.00
1979,2,575.00,0.00,243.00
1979,3,593.80,0.00,292.00
1979,4,171.40,0.00,89.00
1979,5,85.00,0.00,15.00
1979,6,131.10,0.00,77.00
1979,7,33.40,0.00,13.00
1979,8,34.50,0.00,32.00
1979,9,17.40,0.00,8.00
1979,10,17.20,0.00,5.50
1979,11,4.70,0.00,4.00
1979,12,54.00,0.00,23.00
1980,1,162.50,0.00,47.00
1980,2,396.70,0.00,147.00
1980,3,340.50,0.00,65.00
1980,4,124.50,0.00,29.00
1980,5,121.00,0.00,32.00
1980,6,78.00,0.00,25.00
1980,7,35.00,0.00,15.00
1980,8,109.00,0.00,42.00
1980,9,0.00,0.00,0.00
1980,10,20.50,0.00,11.00
1980,11,28.00,0.00,15.00
1980,12,106.00,0.00,39.00
1981,1,1341.50,0.00,316.00
1981,2,537.00,0.00,248.00
1981,3,93.00,0.00,33.00
1981,4,74.00,0.00,13.00
1981,5,175.00,0.00,54.00
1981,6,7.00,0.00,6.00
1981,7,110.00,0.00,70.00
1981,8,0.00,0.00,0.00
1981,9,48.50,0.00,16.00
1981,10,33.00,0.00,7.00
1981,11,166.00,0.00,91.00
1981,12,68.40,0.00,21.00
1982,1,134.00,0.00,53.00
1982,2,120.00,0.00,25.00
1982,3,405.00,0.00,68.00
1982,4,309.00,0.00,92.00
1982,5,47.00,0.00,12.00
1982,6,21.50,0.00,12.00
1982,7,3.00,0.00,2.00
1982,8,111.50,0.00,18.00
1982,9,6.00,0.00,3.00
1982,10,9.00,0.00,9.00
1982,11,88.00,0.00,39.00
1982,12,49.00,0.00,13.00
1983,1,71.00,0.00,13.00
1983,2,8.50,0.00,4.00
1983,3,612.00,0.00,169.00
1983,4,98.00,0.00,26.00
1983,5,294.00,0.00,68.00
1983,6,12.00,0.00,9.00
1983,7,26.00,0.00,7.00
1983,8,95.50,0.00,33.00
1983,9,107.00,0.00,36.00
1983,10,91.00,0.00,87.00
1983,11,82.50,0.00,37.00
1983,12,82.00,0.00,27.00
1984,1,171.00,0.00,61.00
1984,2,476.00,0.00,71.00
1984,3,317.00,0.00,126.00
1984,4,106.00,0.00,74.00
1984,5,56.00,0.00,22.00
1984,6,35.00,0.00,19.00
1984,7,69.00,0.00,39.00
1984,8,7.00,0.00,7.00
1984,9,0.00,0.00,0.00
1984,10,48.00,0.00,16.00
1984,11,155.00,0.00,49.00
1984,12,117.00,0.00,32.00
1985,1,615.00,0.00,314.00
1985,2,687.50,0.00,281.00
1985,3,566.00,0.00,177.00
1985,4,235.00,0.00,69.00
1985,5,110.60,0.00,23.00
1985,6,18.20,0.00,12.00
1985,7,13.00,0.00,13.00
1985,8,15.50,0.00,11.00
1985,9,10.40,0.00,10.00
1985,10,91.00,0.00,33.00
1985,11,113.50,0.00,57.00
1985,12,43.50,0.00,15.00
1986,1,434.00,0.00,138.00
1986,2,266.00,0.00,108.00
1986,3,202.00,0.00,29.00
1986,4,333.00,0.00,104.00
1986,5,90.00,0.00,25.00
1986,6,69.00,0.00,27.00
1986,7,52.50,0.00,30.00
1986,8,48.50,0.00,14.00
1986,9,16.00,0.00,11.00
1986,10,39.00,0.00,29.00
1986,11,71.00,0.00,30.00
1986,12,55.00,0.00,17.00
1987,1,126.00,0.00,33.00
1987,2,661.00,0.00,213.00
1987,3,121.00,0.00,33.00
1987,4,313.00,0.00,63.00
1987,5,97.00,0.00,48.00
1987,6,160.00,0.00,50.00
1987,7,101.00,0.00,80.00
1987,8,38.00,0.00,30.00
1987,9,61.00,0.00,19.00
1987,10,32.00,0.00,32.00
1987,11,64.00,0.00,19.00
1987,12,161.00,0.00,36.00
1988,1,65.00,0.00,13.00
1988,2,149.00,0.00,33.00
1988,3,320.00,0.00,65.00
1988,4,72.00,0.00,17.00
1988,5,117.00,0.00,45.00
1988,6,18.00,0.00,13.00
1988,7,85.00,0.00,35.00
1988,8,59.00,0.00,30.00
1988,9,62.00,0.00,46.00
1988,10,30.00,0.00,25.00
1988,11,181.00,0.00,79.00
1988,12,305.00,0.00,77.00
1989,1,236.00,0.00,50.00
1989,2,2.50,0.00,0.60
1989,3,8.20,0.00,1.50
1989,4,580.00,0.00,178.00
1989,5,21.30,0.00,6.40
1989,6,9.70,0.00,4.50
1989,7,23.10,0.00,9.00
1989,8,7.00,0.00,7.00
1989,9,11.00,0.00,6.00
1989,10,0.00,0.00,0.00
1989,11,42.80,0.00,27.90
1989,12,171.00,0.00,57.00
1990,1,138.00,0.00,38.00
1990,2,27.00,0.00,21.00
1990,3,663.00,0.00,197.00
1990,4,267.00,0.00,70.00
1990,5,277.00,0.00,57.00
1990,6,102.00,0.00,60.00
1990,7,26.00,0.00,7.00
1990,8,0.00,0.00,0.00
1990,9,77.00,0.00,21.00
1990,10,16.00,0.00,8.00
1990,11,20.00,0.00,13.00
1990,12,316.00,0.00,150.00
1991,1,681.00,0.00,138.00
1991,2,762.00,0.00,152.00
1991,3,72.00,0.00,47.00
1991,4,96.50,0.00,14.50
1991,5,117.00,0.00,17.00
1991,6,34.00,0.00,12.00
1991,7,52.00,0.00,23.00
1991,8,14.00,0.00,10.00
1991,9,0.00,0.00,0.00
1991,10,3.00,0.00,3.00
1991,11,36.00,0.00,19.00
1991,12,88.00,0.00,41.00
1992,1,99.00,0.00,34.00
1992,2,265.00,0.00,46.00
1992,3,122.00,0.00,83.00
1992,4,201.00,0.00,49.00
1992,5,184.00,0.00,61.00
1992,6,9.00,0.00,4.00
1992,7,49.00,0.00,11.00
1992,8,37.00,0.00,14.00
1992,9,16.00,0.00,9.00
1992,10,16.00,0.00,11.00
1992,11,7.00,0.00,5.00
1992,12,444.00,0.00,130.00
1993,1,482.00,0.00,128.00
1993,2,234.00,0.00,53.00
1993,3,39.00,0.00,20.00
1993,4,255.00,0.00,61.00
1993,5,95.00,0.00,21.00
1993,6,110.00,0.00,24.00
1993,7,95.00,0.00,13.00
1993,8,39.00,0.00,12.00
1993,9,93.50,0.00,32.50
1993,10,22.00,0.00,11.00
1993,11,44.50,0.00,42.00
1993,12,157.00,0.00,38.00
1994,1,452.00,0.00,298.00
1994,2,606.00,0.00,169.00
1994,3,60.00,0.00,18.00
1994,4,215.00,0.00,69.00
1994,5,58.00,0.00,21.00
1994,6,56.00,0.00,32.00
1994,7,134.00,0.00,26.00
1994,8,46.00,0.00,10.00
1994,9,35.00,0.00,25.00
1994,10,22.50,0.00,12.50
1994,11,25.00,0.00,16.00
1994,12,9.10,0.00,5.50
1995,1,119.80,0.00,67.00
1995,2,745.90,0.00,147.00
1995,3,755.00,0.00,229.00
1995,4,18.50,0.00,8.00
1995,5,160.00,0.00,39.00
1995,6,118.00,0.00,39.00
1995,7,21.70,0.00,20.00
1995,8,232.00,0.00,39.00
1995,9,9.00,0.00,4.00
1995,10,83.00,0.00,33.00
1995,11,45.00,0.00,15.00
1995,12,89.00,0.00,39.00
1996,1,358.00,0.00,178.00
1996,2,269.00,0.00,52.00
1996,3,687.00,0.00,202.00
1996,4,185.00,0.00,77.00
1996,5,108.00,0.00,17.00
1996,6,96.00,0.00,24.00
1996,7,52.00,0.00,33.00
1996,8,14.00,0.00,9.00
1996,9,11.00,0.00,10.00
1996,10,256.00,0.00,101.00
1996,11,60.00,0.00,40.00
1996,12,390.00,0.00,168.00
1997,1,430.00,0.00,76.00
1997,2,508.00,0.00,100.00
1997,3,540.00,0.00,275.00
1997,4,66.00,0.00,11.00
1997,5,28.50,0.00,6.00
1997,6,70.00,0.00,12.00
1997,7,40.00,0.00,8.00
1997,8,96.50,0.00,42.00
1997,9,99.00,0.00,54.00
1997,10,52.50,0.00,14.00
1997,11,121.00,0.00,82.00
1997,12,476.50,0.00,129.00
1998,1,398.20,0.00,129.00
1998,2,514.50,0.00,163.00
1998,3,153.50,0.00,42.00
1998,4,171.00,0.00,58.00
1998,5,120.50,0.00,17.00
1998,6,45.00,0.00,20.00
1998,7,57.50,0.00,12.00
1998,8,156.00,0.00,135.00
1998,9,142.50,0.00,44.00
1998,10,88.50,0.00,35.00
1998,11,190.00,0.00,47.00
1998,12,242.00,0.00,75.00
1999,1,261.50,0.00,78.00
1999,2,1104.00,0.00,408.00
1999,3,734.00,0.00,154.00
1999,4,254.00,0.00,46.50
1999,5,33.50,0.00,7.00
1999,6,40.00,0.00,8.00
1999,7,58.00,0.00,27.00
1999,8,68.00,0.00,29.00
1999,9,94.50,0.00,29.50
1999,10,55.50,0.00,19.00
1999,11,259.00,0.00,40.00
1999,12,180.00,0.00,50.00
2000,1,114.00,0.00,41.00
2000,2,1531.50,0.00,247.00
2000,3,499.50,0.00,78.00
2000,4,517.00,0.00,117.00
2000,5,108.00,0.00,51.00
2000,6,50.50,0.00,8.00
2000,7,7.00,0.00,3.00
2000,8,81.00,0.00,43.00
2000,9,13.50,0.00,8.00
2000,10,49.50,0.00,14.00
2000,11,224.50,0.00,94.00
2000,12,607.00,0.00,202.00
2001,1,255.00,0.00,77.00
2001,2,890.00,0.00,172.00
2001,3,161.00,0.00,42.00
2001,4,223.00,0.00,42.00
2001,5,5.00,0.00,3.00
2001,6,137.00,0.00,16.00
2001,7,8.00,0.00,4.00
2001,8,18.00,0.00,8.00
2001,9,25.00,0.00,6.00
2001,10,95.00,0.00,59.00
2001,11,108.00,0.00,29.00
2001,12,15.00,0.00,7.00
2002,1,91.50,0.00,16.00
2002,2,360.50,0.00,161.00
2002,3,77.50,0.00,10.00
2002,4,135.00,0.00,29.00
2002,5,114.00,0.00,42.00
2002,6,4.50,0.00,2.00
2002,7,7.00,0.00,6.00
2002,8,77.00,0.00,22.00
2002,9,3.00,0.00,1.00
2002,10,0.00,0.00,0.00
2002,11,28.00,0.00,10.00
2002,12,141.00,0.00,90.00
2003,1,245.00,0.00,143.00
2003,2,198.00,0.00,50.00
2003,3,231.50,0.00,69.00
2003,4,208.00,0.00,112.00
2003,5,108.40,0.00,29.00
2003,6,58.50,0.00,19.00
2003,7,60.00,0.00,10.00
2003,8,44.50,0.00,22.00
2003,9,10.00,0.00,7.00
2003,10,17.00,0.00,6.00
2003,11,27.50,0.00,10.00
2003,12,215.50,0.00,69.00
2004,1,262.00,0.00,87.00
2004,2,728.50,0.00,181.00
2004,3,1296.00,0.00,224.00
2004,4,278.00,0.00,51.50
2004,5,65.00,0.00,19.00
2004,6,51.50,0.00,12.00
2004,7,71.00,0.00,20.00
2004,8,10.00,0.00,8.00
2004,9,10.00,0.00,3.00
2004,10,36.00,0.00,16.00
2004,11,70.00,0.00,24.00
2004,12,273.00,0.00,69.00
2005,1,474.00,0.00,132.00
2005,2,135.50,0.00,70.00
2005,3,380.50,0.00,269.00
2005,4,238.50,0.00,28.00
2005,5,40.00,0.00,10.00
2005,6,64.00,0.00,19.00
2005,7,114.00,0.00,33.00
2005,8,143.50,0.00,23.00
2005,9,4.00,0.00,2.00
2005,10,29.00,0.00,19.00
2005,11,35.00,0.00,10.00
2005,12,73.00,0.00,56.00
2006,1,376.00,0.00,80.00
2006,2,201.00,0.00,67.00
2006,3,665.00,0.00,203.00
2006,4,932.00,0.00,381.00
2006,5,64.50,0.00,32.00
2006,6,158.50,0.00,75.00
2006,7,76.00,0.00,20.00
2006,8,24.00,0.00,9.00
2006,9,147.00,0.00,94.00
2006,10,151.00,0.00,33.00
2006,11,39.00,0.00,11.00
2006,12,102.00,0.00,22.00
2007,1,272.50,0.00,58.00
2007,2,835.50,0.00,201.00
2007,3,240.00,0.00,65.00
2007,4,124.00,0.00,35.00
2007,5,98.50,0.00,20.00
2007,6,72.50,0.00,17.00
2007,7,24.50,0.00,7.00
2007,8,37.00,0.00,7.50
2007,9,6.00,0.00,3.00
2007,10,67.00,0.00,26.00
2007,11,89.50,0.00,16.00
2007,12,580.00,0.00,212.00
2008,1,513.50,0.00,159.00
2008,2,555.00,0.00,127.00
2008,3,909.00,0.00,309.00
2008,4,15.50,0.00,5.00
2008,5,48.00,0.00,12.00
2008,6,38.00,0.00,7.00
2008,7,91.00,0.00,35.00
2008,8,9.50,0.00,4.00
2008,9,51.50,0.00,15.00
2008,10,98.00,0.00,28.00
2008,11,142.00,0.00,52.00
2008,12,170.00,0.00,47.00
2009,1,837.00,0.00,245.00
2009,2,552.00,0.00,103.00
2009,3,174.00,0.00,73.00
2009,4,153.00,0.00,55.00
2009,5,109.00,0.00,22.00
2009,6,12.00,0.00,9.00
2009,7,17.00,0.00,7.00
2009,8,12.00,0.00,6.00
2009,9,6.50,0.00,3.00
2009,10,37.00,0.00,13.00
2009,11,245.00,0.00,82.00
2009,12,101.00,0.00,23.00
2010,1,780.00,0.00,154.00
2010,2,270.50,0.00,53.00
2010,3,516.00,0.00,123.00
2010,4,254.50,0.00,45.00
2010,5,40.00,0.00,13.00
2010,6,16.00,0.00,4.00
2010,7,66.00,0.00,14.00
2010,8,93.00,0.00,36.00
2010,9,107.00,0.00,49.00
2010,10,229.50,0.00,36.00
2010,11,154.50,0.00,32.00
2010,12,462.00,0.00,114.00
2011,1,550.50,0.00,114.00
2011,2,856.00,0.00,162.00
2011,3,504.00,0.00,198.00
2011,4,155.50,0.00,47.00
2011,5,31.00,0.00,7.00
2011,6,84.00,0.00,56.00
2011,7,37.00,0.00,12.00
2011,8,23.00,0.00,10.00
2011,9,32.50,0.00,20.00
2011,10,305.00,0.00,150.00
2011,11,77.00,0.00,19.00
2011,12,176.00,0.00,83.00
2012,1,309.00,0.00,65.00
2012,2,218.00,0.00,38.00
2012,3,875.00,0.00,141.00
2012,4,289.00,0.00,120.00
2012,5,224.50,0.00,110.00
2012,6,32.50,0.00,11.00
2012,7,99.00,0.00,88.00
2012,8,17.50,0.00,6.00
2012,9,8.50,0.00,4.00
2012,10,48.00,0.00,13.00
2012,11,30.00,0.00,10.00
2012,12,52.00,0.00,20.00
2013,1,585.50,0.00,235.00
2013,2,120.00,0.00,60.00
2013,3,274.00,0.00,54.00
2013,4,93.50,0.00,33.00
2013,5,205.00,0.00,43.00
2013,6,41.00,0.00,7.00
2013,7,80.00,0.00,9.00
2013,8,8.00,0.00,5.00
2013,9,58.00,0.00,23.00
2013,10,53.00,0.00,34.00
2013,11,253.00,0.00,98.00
2013,12,76.50,0.00,19.00
2014,1,334.00,0.00,50.00
2014,2,595.00,0.00,156.00
2014,3,508.00,0.00,152.00
2014,4,547.00,0.00,200.00
2014,5,133.00,0.00,18.00
2014,6,100.00,0.00,34.00
2014,7,40.00,0.00,9.00
2014,8,54.50,0.00,21.00
2014,9,4.00,0.00,4.00
2014,10,14.00,0.00,4.00
2014,11,32.00,0.00,13.00
2014,12,98.00,0.00,73.00
2015,1,296.50,0.00,44.00
2015,2,603.50,0.00,230.00
2015,3,369.00,0.00,161.00
2015,4,78.00,0.00,22.00
2015,5,53.00,0.00,15.00
2015,6,267.50,0.00,52.00
2015,7,35.50,0.00,9.00
2015,8,29.00,0.00,18.00
2015,9,42.00,0.00,19.00
2015,10,87.50,0.00,13.00
2015,11,88.00,0.00,21.00
2015,12,493.00,0.00,155.00
2016,1,121.50,0.00,81.00
2016,2,101.50,0.00,69.00
2016,3,244.00,0.00,63.00
2016,4,135.00,0.00,19.00
2016,5,215.50,0.00,112.00
2016,6,154.00,0.00,60.00
2016,7,146.00,0.00,45.00
2016,8,62.00,0.00,15.00
2016,9,49.00,0.00,11.00
2016,10,56.50,0.00,33.00
2016,11,24.00,0.00,7.00
2016,12,91.00,0.00,31.00
2017,1,386.00,0.00,88.00
2017,2,423.00,0.00,110.00
2017,3,126.00,0.00,39.00
2017,4,183.50,0.00,64.00
2017,5,90.00,0.00,27.00
2017,6,63.00,0.00,12.00
2017,7,102.00,0.00,32.00
2017,8,3.00,0.00,2.00
2017,9,31.50,0.00,25.00
2017,10,233.00,0.00,172.00
2017,11,115.00,0.00,30.00
2017,12,38.00,0.00,14.00
2018,1,514.50,0.00,165.00
2018,2,350.00,0.00,67.00
2018,3,1216.00,0.00,403.00
2018,4,64.00,0.00,22.00
2018,5,57.50,0.00,14.00
2018,6,64.00,0.00,11.00
2018,7,60.00,0.00,35.00
2018,8,4.00,0.00,4.00
2018,9,14.50,0.00,8.00
2018,10,23.30,0.00,13.00
2018,11,66.30,0.00,18.00
2018,12,1124.50,0.00,239.00
2019,1,976.50,0.00,350.00
2019,2,323.00,0.00,86.00
2019,3,512.50,0.00,116.00
2019,4,255.00,0.00,121.00
2019,5,143.50,0.00,24.00
2019,6,105.50,0.00,37.00
2019,7,55.00,0.00,18.00
2019,8,41.50,0.00,32.00
2019,9,2.50,0.00,1.50
2019,10,82.50,0.00,38.00
2019,11,5.40,0.00,2.00
2019,12,97.50,0.00,25.00
2020,1,507.50,0.00,225.00
2020,2,278.50,0.00,60.00
2020,3,167.50,0.00,35.00
2020,4,33.00,0.00,12.00
2020,5,214.50,0.00,87.00
2020,6,76.50,0.00,21.50
2020,7,82.00,0.00,45.00
2020,8,23.50,0.00,7.50
2020,9,126.50,0.00,32.00
2020,10,13.50,0.00,3.00
2020,11,56.50,0.00,12.00
2020,12,198.50,0.00,63.00
2021,1,589.50,0.00,74.00
2021,2,220.00,0.00,74.00
2021,3,143.00,0.00,71.00
2021,4,680.50,0.00,168.00
2021,5,83.70,0.00,19.50
2021,6,63.00,0.00,25.80
2021,7,57.10,0.00,32.50
2021,8,45.80,0.00,14.80
2021,9,23.60,0.00,5.00
2021,10,19.00,0.00,7.80
